name,slug,rarity,element,path,hp,atk,def,spd,minor_hp_pct,minor_atk_pct,minor_def_pct,minor_spd,minor_crit_rate_pct,minor_crit_dmg_pct,minor_break_effect_pct,minor_effect_res_pct,minor_effect_hit_rate_pct,minor_outgoing_healing_pct,minor_energy_regen_pct,minor_physical_dmg_pct,minor_fire_dmg_pct,minor_ice_dmg_pct,minor_lightning_dmg_pct,minor_wind_dmg_pct,minor_quantum_dmg_pct,minor_imaginary_dmg_pct,hp_with_minor_traces,atk_with_minor_traces,def_with_minor_traces,spd_with_minor_traces,minor_trace_stats_json,source_url
Rappa Best Build Guide | Honkai: Star Rail,rappa,5,Imaginary,Erudition,1087,717,460,96,,28,,9,,,13.3,,,,,,,,,,,,1087.0,917.76,460.0,105.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": ""13.3"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""9"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\rappa.html
Rin Tohsaka Best Build Guide | Honkai: Star Rail,rin-tohsaka,5,Quantum,Erudition,1051,698,460,102,,18,,,,37.3,,,,,,,,,,,8,,1051.0,823.64,460.0,102.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": ""8"", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\rin-tohsaka.html
Robin Summeretto Best Build Guide | Honkai: Star Rail,robin-summeretto,5,Wind,Remembrance,1205,601,485,98,18,,,14,6.7,,,,,,,,,,,,,,1421.9,601.0,485.0,112.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""6.7"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""14"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\robin-summeretto.html
Robin Best Build Guide | Honkai: Star Rail,robin,5,Physical,Harmony,1280,640,485,102,18,28,,5,,,,,,,,,,,,,,,1510.4,819.2,485.0,107.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\robin.html
Ruan Mei Best Build Guide | Honkai: Star Rail,ruan-mei,5,Ice,Harmony,1086,659,485,104,,,22.5,5,,,37.3,,,,,,,,,,,,1086.0,659.0,594.125,109.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": ""37.3"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""22.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\ruan-mei.html
Saber Best Build Guide | Honkai: Star Rail,saber,5,Wind,Destruction,1241,601,654,101,10,,,,12,,,,,,,,,,,22.4,,,1365.1,601.0,654.0,101.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": ""22.4""}",file://D:\backup\zero cycling\html\html_pages\saber.html
Sampo Best Build Guide | Honkai: Star Rail,sampo,4,Wind,Nihility,1023,617,396,102,,28,,,,,,10,18,,,,,,,,,,1023.0,789.76,396.0,102.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""18"", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\sampo.html
Seele Best Build Guide | Honkai: Star Rail,seele,5,Quantum,Hunt,931,640,363,115,,28,12.5,,,24,,,,,,,,,,,,,931.0,819.2,408.375,115.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""24"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\seele.html
Serval Best Build Guide | Honkai: Star Rail,serval,4,Lightning,Erudition,917,652,374,104,,,,,18.7,,,10,18,,,,,,,,,,917.0,652.0,374.0,104.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""18.7"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""18"", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\serval.html
Silver Wolf • Lv. 999 Best Build Guide | Honkai: Star Rail,silver-wolf-lv-999,5,Imaginary,Elation,1051,388,654,110,,,,9,18.7,,,,,,,,,,,,,,1051.0,388.0,654.0,119.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""18.7"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""9"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\silver-wolf-lv-999.html
Silver Wolf Best Build Guide | Honkai: Star Rail,silver-wolf,5,Quantum,Nihility,1047,640,460,107,,28,,,,,,,18,,,,,,,,8,,1047.0,819.2,460.0,107.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""18"", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": ""8"", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\silver-wolf.html
Sparkle Best Build Guide | Honkai: Star Rail,sparkle,5,Quantum,Harmony,1397,523,485,101,28,,,,,24,,10,,,,,,,,,,,1788.16,523.0,485.0,101.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""24"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""28"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\sparkle.html
Sparxie Best Build Guide | Honkai: Star Rail,sparxie,5,Fire,Elation,1051,640,460,107,,,,,12,13.3,,,,,,,,,,,,,1051.0,640.0,460.0,107.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""13.3"", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\sparxie.html
Sunday Best Build Guide | Honkai: Star Rail,sunday,5,Imaginary,Harmony,1241,640,533,96,,,12.5,,,37.3,,18,,,,,,,,,,,1241.0,640.0,599.625,96.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""18"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\sunday.html
Sushang Best Build Guide | Honkai: Star Rail,sushang,4,Physical,Hunt,917,564,418,107,18,28,12.5,,,,,,,,,,,,,,,,1082.06,721.92,470.25,107.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\sushang.html
The Dahlia Best Build Guide | Honkai: Star Rail,the-dahlia,5,Fire,Nihility,1087,679,606,96,,,,5,,,37.3,18,,,,,,,,,,,1087.0,679.0,606.0,101.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": ""37.3"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""18"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\the-dahlia.html
The Herta Best Build Guide | Honkai: Star Rail,the-herta,5,Ice,Erudition,1164,679,485,99,,18,,5,,,,,,,,,,22.4,,,,,1164.0,801.22,485.0,104.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": ""22.4"", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\the-herta.html
Tingyun • Fugue Best Build Guide | Honkai: Star Rail,tingyun-fugue,5,Fire,Nihility,1125,582,557,102,10,,,14,,,24,,,,,,,,,,,,1237.5,582.0,557.0,116.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": ""24"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""14"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\tingyun-fugue.html
Tingyun Best Build Guide | Honkai: Star Rail,tingyun,4,Lightning,Harmony,846,529,396,112,,28,22.5,,,,,,,,,,,,8,,,,846.0,677.12,485.1,112.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""22.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": ""8"", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\tingyun.html
Topaz & Numby Best Build Guide | Honkai: Star Rail,topaz,5,Fire,Hunt,931,620,412,110,10,,,,12,,,,,,,,22.4,,,,,,1024.1,620.0,412.0,110.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": ""22.4"", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\topaz.html
Trailblazer • Destruction Best Build Guide | Honkai: Star Rail,trailblazer-destruction,5,Physical,Destruction,1203,620,460,100,18,28,12.5,,,,,,,,,,,,,,,,1419.54,793.6,517.5,100.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\trailblazer-destruction.html
Trailblazer • Elation Best Build Guide | Honkai: Star Rail,trailblazer-elation,5,Lightning,Elation,1087,465,630,106,,28,,,12,13.3,,,,,,,,,,,,,1087.0,595.2,630.0,106.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""13.3"", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\trailblazer-elation.html
Trailblazer • Harmony Best Build Guide | Honkai: Star Rail,trailblazer-harmony,5,Imaginary,Harmony,1086,446,679,105,,,,,,,37.3,10,,,,,,,,,,14.4,1086.0,446.0,679.0,105.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": ""37.3"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": ""14.4"", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\trailblazer-harmony.html
Trailblazer • Preservation Best Build Guide | Honkai: Star Rail,trailblazer-preservation,5,Fire,Preservation,1241,601,606,95,10,18,35,,,,,,,,,,,,,,,,1365.1,709.18,818.1,95.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""35"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\trailblazer-preservation.html
Trailblazer • Remembrance Best Build Guide | Honkai: Star Rail,trailblazer-remembrance,5,Ice,Remembrance,1047,543,630,103,14,14,,,,37.3,,,,,,,,,,,,,1193.58,619.02,630.0,103.0,"{""minor_atk_pct"": ""14"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""14"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\trailblazer-remembrance.html
Tribbie Best Build Guide | Honkai: Star Rail,tribbie,5,Quantum,Harmony,1047,523,727,96,10,,,,12,37.3,,,,,,,,,,,,,1151.7,523.0,727.0,96.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\tribbie.html
Welt Best Build Guide | Honkai: Star Rail,welt,5,Imaginary,Nihility,1125,620,509,102,,,,,,,,10,28,,,,,,,,,14.4,1125.0,620.0,509.0,102.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""28"", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": ""14.4"", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\welt.html
Xueyi Best Build Guide | Honkai: Star Rail,xueyi,4,Quantum,Destruction,1058,599,396,103,18,,,,,,37.3,,,,,,,,,,8,,1248.44,599.0,396.0,103.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": ""37.3"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": ""8"", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\xueyi.html
Yanqing Best Build Guide | Honkai: Star Rail,yanqing,5,Ice,Hunt,892,679,412,109,10,28,,,,,,,,,,,,14.4,,,,,981.2,869.12,412.0,109.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": ""14.4"", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\yanqing.html
Yao Guang Best Build Guide | Honkai: Star Rail,yao-guang,5,Physical,Elation,1242,465,654,101,,,,9,18.7,,,,,,,,,,,,,,1242.0,465.0,654.0,110.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""18.7"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""9"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\yao-guang.html
Yukong Best Build Guide | Honkai: Star Rail,yukong,4,Imaginary,Harmony,917,599,374,107,18,10,,,,,,,,,,,,,,,,22.4,1082.06,658.9,374.0,107.0,"{""minor_atk_pct"": ""10"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": ""22.4"", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\yukong.html
