character,slug,eidolon,eidolon_number,name,description
Jing Yuan,jing-yuan,E2,2,"When Lightning-Lord attacks, the DMG multiplier on enemies adjacent to the target enemy increases by an extra amount equal to","When Lightning-Lord attacks, the DMG multiplier on enemies adjacent to the target enemy increases by an extra amount equal to 25% of the DMG multiplier against the target enemy. 25% of the DMG multiplier against the target enemy."
Jing Yuan,jing-yuan,E3,3,"After Lightning-Lord takes action, DMG caused by Jing Yuan's Basic ATK, Skill, and Ultimate increases by","After Lightning-Lord takes action, DMG caused by Jing Yuan's Basic ATK, Skill, and Ultimate increases by 20% for 2 turn(s). 20% for 2 turn(s)."
Jing Yuan,jing-yuan,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 ."
Jing Yuan,jing-yuan,E5,5,"For each hit performed by the Lightning-Lord when it takes action, Jing Yuan regenerates","For each hit performed by the Lightning-Lord when it takes action, Jing Yuan regenerates 2 Energy. 2 Energy."
Jing Yuan,jing-yuan,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Jing Yuan,jing-yuan,E7,7,"Each hit performed by the Lightning-Lord when it takes action will make the target enemy Vulnerable. While Vulnerable, enemies receive","Each hit performed by the Lightning-Lord when it takes action will make the target enemy Vulnerable. While Vulnerable, enemies receive 12% more DMG until the end of the Lightning-Lord's current turn, stacking up to 3 time(s). 12% more DMG until the end of the Lightning-Lord's current turn, stacking up to 3 time(s)."
Jingliu,jingliu,E1,1,E,"Moon Crashes Tianguan Gate 1 Moon Crashes Tianguan Gate Eidolon 1 When using Ultimate or Enhanced Skill, Jingliu's CRIT DMG increases by 36% for 1 turn. Moreover, additionally deals 1 instance of Ice DMG equal to 80% of Jingliu's Max HP to the primary target. E 2 Crescent Shadows Qixing Dipper Eidolon 2 After using Ultimate, increases the DMG of the next Enhanced Skill by 80% . E 3 Halfmoon Gapes Mercurial Haze Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Lunarlance Shines Skyward Dome Eidolon 4 While in the Spectral Transmigration state, each stack of Moonlight additionally increases CRIT DMG by 20% . E 5 Night Shades Astral Radiance Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10 E 6 Eclipse Hollows Corporeal Husk Eidolon 6 When Jingliu enters the Spectral Transmigration state, the Syzygy stack limit increases by 1 , and Jingliu obtains 2 stacks of Syzygy. While she is in the Spectral Transmigration state, her Ice RES PEN increases by 30% ."
Jingliu,jingliu,E2,2,"When using Ultimate or Enhanced Skill, Jingliu's CRIT DMG increases by","When using Ultimate or Enhanced Skill, Jingliu's CRIT DMG increases by 36% for 1 turn. Moreover, additionally deals 1 instance of Ice DMG equal to 80% of Jingliu's Max HP to the primary target. 36% for 1 turn. Moreover, additionally deals 1 instance of Ice DMG equal to 80% of Jingliu's Max HP to the primary target."
Jingliu,jingliu,E3,3,"After using Ultimate, increases the DMG of the next Enhanced Skill by","After using Ultimate, increases the DMG of the next Enhanced Skill by 80% . 80% ."
Jingliu,jingliu,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Jingliu,jingliu,E5,5,"While in the Spectral Transmigration state, each stack of Moonlight additionally increases CRIT DMG by","While in the Spectral Transmigration state, each stack of Moonlight additionally increases CRIT DMG by 20% . 20% ."
Jingliu,jingliu,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10 +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10"
Jingliu,jingliu,E7,7,"When Jingliu enters the Spectral Transmigration state, the Syzygy stack limit increases by","When Jingliu enters the Spectral Transmigration state, the Syzygy stack limit increases by 1 , and Jingliu obtains 2 stacks of Syzygy. While she is in the Spectral Transmigration state, her Ice RES PEN increases by 30% . 1 , and Jingliu obtains 2 stacks of Syzygy. While she is in the Spectral Transmigration state, her Ice RES PEN increases by 30% ."
Kafka,kafka,E1,1,E,"Da Capo 1 Da Capo Eidolon 1 When using an attack, there is a 100% base chance to cause the target to take 30% more DoT for 2 turns. E 2 Fortississimo Eidolon 2 While Kafka is on the field, DoT dealt by all allies increases by 33% . E 3 Capriccio Eidolon 3 Skill Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . E 4 Recitativo Eidolon 4 When an enemy target takes DMG from the Shock status inflicted by Kafka, Kafka additionally regenerates 2 Energy. E 5 Doloroso Eidolon 5 Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 . E 6 Leggiero Eidolon 6 The DMG multiplier for Shock DMG dealt by Ultimate, Technique, or the follow-up attack triggered by Talent increases by 156% , and extends the duration of Shock on the enemy target by 1 turn(s)."
Kafka,kafka,E2,2,"When using an attack, there is a","When using an attack, there is a 100% base chance to cause the target to take 30% more DoT for 2 turns. 100% base chance to cause the target to take 30% more DoT for 2 turns."
Kafka,kafka,E3,3,"While Kafka is on the field, DoT dealt by all allies increases by","While Kafka is on the field, DoT dealt by all allies increases by 33% . 33% ."
Kafka,kafka,E4,4,Skill Lv. +,"Skill Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 ."
Kafka,kafka,E5,5,"When an enemy target takes DMG from the Shock status inflicted by Kafka, Kafka additionally regenerates","When an enemy target takes DMG from the Shock status inflicted by Kafka, Kafka additionally regenerates 2 Energy. 2 Energy."
Kafka,kafka,E6,6,Ultimate Lv. +,"Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 . 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 ."
Kafka,kafka,E7,7,"The DMG multiplier for Shock DMG dealt by Ultimate, Technique, or the follow-up attack triggered by Talent increases by","The DMG multiplier for Shock DMG dealt by Ultimate, Technique, or the follow-up attack triggered by Talent increases by 156% , and extends the duration of Shock on the enemy target by 1 turn(s). 156% , and extends the duration of Shock on the enemy target by 1 turn(s)."
Lingsha,lingsha,E1,1,E,"Bloom on Vileward Bouquet 1 Bloom on Vileward Bouquet Eidolon 1 Lingsha's Weakness Break Efficiency increases by 50% . When an enemy unit's Weakness is Broken, reduces their DEF by 20% . E 2 Leisure in Carmine Smokeveil Eidolon 2 When using Ultimate, increases all allies' Break Effect by 40% , lasting for 3 turn(s). E 3 Shine of Floral Wick Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Redolence from Canopied Banquet Eidolon 4 When Fuyuan takes action, restores HP equal to 40% of Lingsha's ATK for the ally whose current HP is the lowest. E 5 Poise Atop Twists and Turns Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 6 Arcadia Under Deep Seclusion Eidolon 6 While Fuyuan is on the field, reduces all enemies' All-Type RES by 20% . When Fuyuan attacks, additionally deals 4 instance(s) of DMG, with each instance dealing both Fire DMG equal to 50% of Lingsha's ATK and a Toughness Reduction of 5 to a single random enemy. This prioritizes targets with both Toughness greater than 0 and Fire Weakness."
Lingsha,lingsha,E2,2,Lingsha's Weakness Break Efficiency increases by,"Lingsha's Weakness Break Efficiency increases by 50% . When an enemy unit's Weakness is Broken, reduces their DEF by 20% . 50% . When an enemy unit's Weakness is Broken, reduces their DEF by 20% ."
Lingsha,lingsha,E3,3,"When using Ultimate, increases all allies' Break Effect by","When using Ultimate, increases all allies' Break Effect by 40% , lasting for 3 turn(s). 40% , lasting for 3 turn(s)."
Lingsha,lingsha,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Lingsha,lingsha,E5,5,"When Fuyuan takes action, restores HP equal to","When Fuyuan takes action, restores HP equal to 40% of Lingsha's ATK for the ally whose current HP is the lowest. 40% of Lingsha's ATK for the ally whose current HP is the lowest."
Lingsha,lingsha,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Lingsha,lingsha,E7,7,"While Fuyuan is on the field, reduces all enemies' All-Type RES by","While Fuyuan is on the field, reduces all enemies' All-Type RES by 20% . When Fuyuan attacks, additionally deals 4 instance(s) of DMG, with each instance dealing both Fire DMG equal to 50% of Lingsha's ATK and a Toughness Reduction of 5 to a single random enemy. This prioritizes targets with both Toughness greater than 0 and Fire Weakness. 20% . When Fuyuan attacks, additionally deals 4 instance(s) of DMG, with each instance dealing both Fire DMG equal to 50% of Lingsha's ATK and a Toughness Reduction of 5 to a single random enemy. This prioritizes targets with both Toughness greater than 0 and Fire Weakness."
Luka,luka,E1,1,E,"Fighting Endlessly 1 Fighting Endlessly Eidolon 1 When Luka takes action, if the target enemy is Bleeding, increases DMG dealt by Luka by 15% for 2 turn(s). E 2 The Enemy is Weak, I am Strong Eidolon 2 If the Skill hits an enemy target with Physical Weakness, gain 1 stack(s) of Fighting Will. E 3 Born for the Ring Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Never Turning Back Eidolon 4 For every stack of Fighting Will obtained, increases ATK by 5% , stacking up to 4 time(s). E 5 The Spirit of Wildfire Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 6 A Champion's Applause Eidolon 6 After the Enhanced Basic ATK's ""Rising Uppercut"" hits a Bleeding enemy target, the Bleed status will immediately deal DMG 1 time equal to 8% of the original DMG for every hit of Direct Punch already unleashed during the current Enhanced Basic ATK."
Luka,luka,E2,2,"When Luka takes action, if the target enemy is Bleeding, increases DMG dealt by Luka by","When Luka takes action, if the target enemy is Bleeding, increases DMG dealt by Luka by 15% for 2 turn(s). 15% for 2 turn(s)."
Luka,luka,E3,3,"If the Skill hits an enemy target with Physical Weakness, gain","If the Skill hits an enemy target with Physical Weakness, gain 1 stack(s) of Fighting Will. 1 stack(s) of Fighting Will."
Luka,luka,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Luka,luka,E5,5,"For every stack of Fighting Will obtained, increases ATK by","For every stack of Fighting Will obtained, increases ATK by 5% , stacking up to 4 time(s). 5% , stacking up to 4 time(s)."
Luka,luka,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Luka,luka,E7,7,"After the Enhanced Basic ATK's ""Rising Uppercut"" hits a Bleeding enemy target, the Bleed status will immediately deal DMG 1 time equal to","After the Enhanced Basic ATK's ""Rising Uppercut"" hits a Bleeding enemy target, the Bleed status will immediately deal DMG 1 time equal to 8% of the original DMG for every hit of Direct Punch already unleashed during the current Enhanced Basic ATK. 8% of the original DMG for every hit of Direct Punch already unleashed during the current Enhanced Basic ATK."
Luocha,luocha,E1,1,E,"Ablution of the Quick 1 Ablution of the Quick Eidolon 1 While the Field is active, ATK of all allies increases by 20% . E 2 Bestowal From the Pure Eidolon 2 When his Skill is triggered, if the target ally's HP is lower than 50 % , Luocha's Outgoing Healing increases by 30% . If the target ally's HP is at 50 % or higher, the ally receives a Shield that can absorb DMG equal to 18% of Luocha's ATK plus 240 , lasting for 2 turns. E 3 Surveyal by the Fool Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . E 4 Heavy Lies the Crown Eidolon 4 When Luocha's Field is active, enemies become Weakened and deal 12% less DMG. E 5 Cicatrix 'Neath the Pain Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . E 6 Reunion With the Dust Eidolon 6 When Ultimate is used, there is a 100% fixed chance to reduce all enemies' All-Type RES by 20% for 2 turn(s)."
Luocha,luocha,E2,2,"While the Field is active, ATK of all allies increases by","While the Field is active, ATK of all allies increases by 20% . 20% ."
Luocha,luocha,E3,3,"When his Skill is triggered, if the target ally's HP is lower than 50","When his Skill is triggered, if the target ally's HP is lower than 50 % , Luocha's Outgoing Healing increases by 30% . If the target ally's HP is at 50 % or higher, the ally receives a Shield that can absorb DMG equal to 18% of Luocha's ATK plus 240 , lasting for 2 turns. % , Luocha's Outgoing Healing increases by 30% . If the target ally's HP is at 50 % or higher, the ally receives a Shield that can absorb DMG equal to 18% of Luocha's ATK plus 240 , lasting for 2 turns."
Luocha,luocha,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 ."
Luocha,luocha,E5,5,"When Luocha's Field is active, enemies become Weakened and deal","When Luocha's Field is active, enemies become Weakened and deal 12% less DMG. 12% less DMG."
Luocha,luocha,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 ."
Luocha,luocha,E7,7,"When Ultimate is used, there is a","When Ultimate is used, there is a 100% fixed chance to reduce all enemies' All-Type RES by 20% for 2 turn(s). 100% fixed chance to reduce all enemies' All-Type RES by 20% for 2 turn(s)."
Lynx,lynx,E1,1,E,"Morning of Snow Hike 1 Morning of Snow Hike Eidolon 1 When healing allies with HP equal to or lower than 50% , Lynx's Outgoing Healing increases by 20% . This effect also works on continuous healing. E 2 Noon of Portable Furnace Eidolon 2 A target with ""Survival Response"" can resist debuff application for 1 time(s). E 3 Afternoon of Avalanche Beacon Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Dusk of Warm Campfire Eidolon 4 When ""Survival Response"" is gained, increases the target's ATK by an amount equal to 3% of Lynx's Max HP for 1 turn(s). E 5 Night of Aurora Tea Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Dawn of Explorers' Chart Eidolon 6 Additionally boosts the Max HP increasing effect of ""Survival Response"" by an amount equal to 6% of Lynx's Max HP and increases Effect RES by 30% ."
Lynx,lynx,E2,2,When healing allies with HP equal to or lower than,"When healing allies with HP equal to or lower than 50% , Lynx's Outgoing Healing increases by 20% . This effect also works on continuous healing. 50% , Lynx's Outgoing Healing increases by 20% . This effect also works on continuous healing."
Lynx,lynx,E3,3,"A target with ""Survival Response"" can resist debuff application for","A target with ""Survival Response"" can resist debuff application for 1 time(s). 1 time(s)."
Lynx,lynx,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Lynx,lynx,E5,5,"When ""Survival Response"" is gained, increases the target's ATK by an amount equal to","When ""Survival Response"" is gained, increases the target's ATK by an amount equal to 3% of Lynx's Max HP for 1 turn(s). 3% of Lynx's Max HP for 1 turn(s)."
Lynx,lynx,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Lynx,lynx,E7,7,"Additionally boosts the Max HP increasing effect of ""Survival Response"" by an amount equal to","Additionally boosts the Max HP increasing effect of ""Survival Response"" by an amount equal to 6% of Lynx's Max HP and increases Effect RES by 30% . 6% of Lynx's Max HP and increases Effect RES by 30% ."
March 7th,march-7th,E1,1,E,"Memory of You 1 Memory of You Eidolon 1 Every time March 7th's Ultimate Freezes a target, she regenerates 6 Energy. E 2 Memory of It Eidolon 2 Upon entering battle, grants a Shield equal to 24% of March 7th's DEF plus 320 to the ally with the lowest HP percentage, lasting for 3 turn(s). E 3 Memory of Everything Eidolon 3 Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . E 4 Never Forfeit Again Eidolon 4 The Talent's Counter effect can be triggered 1 more time in each turn. The DMG dealt by Counter increases by an amount that is equal to 30% of March 7th's DEF. E 5 Never Forget Again Eidolon 5 Skill Lv. + 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 . E 6 Just Like This, Always... Eidolon 6 Allies under the protection of the Shield granted by the Skill restores HP equal to 4% of their Max HP plus 106 at the beginning of each turn."
March 7th,march-7th,E2,2,"Every time March 7th's Ultimate Freezes a target, she regenerates","Every time March 7th's Ultimate Freezes a target, she regenerates 6 Energy. 6 Energy."
March 7th,march-7th,E3,3,"Upon entering battle, grants a Shield equal to","Upon entering battle, grants a Shield equal to 24% of March 7th's DEF plus 320 to the ally with the lowest HP percentage, lasting for 3 turn(s). 24% of March 7th's DEF plus 320 to the ally with the lowest HP percentage, lasting for 3 turn(s)."
March 7th,march-7th,E4,4,Ultimate Lv. +,"Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 ."
March 7th,march-7th,E5,5,The Talent's Counter effect can be triggered,The Talent's Counter effect can be triggered 1 more time in each turn. The DMG dealt by Counter increases by an amount that is equal to 30% of March 7th's DEF. 1 more time in each turn. The DMG dealt by Counter increases by an amount that is equal to 30% of March 7th's DEF.
March 7th,march-7th,E6,6,Skill Lv. +,"Skill Lv. + 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 . 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 ."
March 7th,march-7th,E7,7,Allies under the protection of the Shield granted by the Skill restores HP equal to,Allies under the protection of the Shield granted by the Skill restores HP equal to 4% of their Max HP plus 106 at the beginning of each turn. 4% of their Max HP plus 106 at the beginning of each turn.
March 7th • Evernight,march-7th-evernight,E1,1,E,"Sleep Tight, the Night Dreams Long 1 Sleep Tight, the Night Dreams Long Eidolon 1 When Evernight is on the field and when there are 4 or more/3/2/1 enemy targets on the field, ally memosprites deal 120%/125%/130%/150% of their original DMG respectively. E 2 Listen Up, the Slumber Speaks Soft Eidolon 2 Increases Evernight's and memosprite Evey's CRIT DMG by 40% . Each time Evernight gains ""Memoria,"" increases the gained ""Memoria"" by 2 point(s). When using Ultimate, additionally gains 2 ""Darkest Riddle"" state Charge(s). E 3 Fear Not, the Nightmare Lies Past Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Memosprite Talent Lv. +1 , up to a maximum of Lv. 10. E 4 Wake Up, the Tomorrow is Yours Eidolon 4 While Evernight is on the field, ally memosprites' Weakness Break Efficiency increases by 25% , and memosprite Evey gains an additional 25% Weakness Break Efficiency. E 5 Let Go, the ""Me"" in Memories Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Memosprite Skill Lv. +1 , up to a maximum of Lv. 10. E 6 Like This, Always Eidolon 6 While Evernight is on the field, all allies' All-Type RES PEN increases by 20% . After memosprite Evey uses ""Dream, Dissolving, as Dew,"" Evernight gains 30% of the consumed ""Memoria"" in this attack."
March 7th • Evernight,march-7th-evernight,E2,2,When Evernight is on the field and when there are,"When Evernight is on the field and when there are 4 or more/3/2/1 enemy targets on the field, ally memosprites deal 120%/125%/130%/150% of their original DMG respectively. 4 or more/3/2/1 enemy targets on the field, ally memosprites deal 120%/125%/130%/150% of their original DMG respectively."
March 7th • Evernight,march-7th-evernight,E3,3,Increases Evernight's and memosprite Evey's CRIT DMG by,"Increases Evernight's and memosprite Evey's CRIT DMG by 40% . Each time Evernight gains ""Memoria,"" increases the gained ""Memoria"" by 2 point(s). When using Ultimate, additionally gains 2 ""Darkest Riddle"" state Charge(s). 40% . Each time Evernight gains ""Memoria,"" increases the gained ""Memoria"" by 2 point(s). When using Ultimate, additionally gains 2 ""Darkest Riddle"" state Charge(s)."
March 7th • Evernight,march-7th-evernight,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Memosprite Talent Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Memosprite Talent Lv. +1 , up to a maximum of Lv. 10."
March 7th • Evernight,march-7th-evernight,E5,5,"While Evernight is on the field, ally memosprites' Weakness Break Efficiency increases by","While Evernight is on the field, ally memosprites' Weakness Break Efficiency increases by 25% , and memosprite Evey gains an additional 25% Weakness Break Efficiency. 25% , and memosprite Evey gains an additional 25% Weakness Break Efficiency."
March 7th • Evernight,march-7th-evernight,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Memosprite Skill Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Memosprite Skill Lv. +1 , up to a maximum of Lv. 10."
March 7th • Evernight,march-7th-evernight,E7,7,"While Evernight is on the field, all allies' All-Type RES PEN increases by","While Evernight is on the field, all allies' All-Type RES PEN increases by 20% . After memosprite Evey uses ""Dream, Dissolving, as Dew,"" Evernight gains 30% of the consumed ""Memoria"" in this attack. 20% . After memosprite Evey uses ""Dream, Dissolving, as Dew,"" Evernight gains 30% of the consumed ""Memoria"" in this attack."
March 7th • The Hunt,march-7th-swordmaster,E1,1,E,"My Sword Stirs Starlight 1 My Sword Stirs Starlight Eidolon 1 When Shifu is on the field, increases March 7th's SPD by 10% . E 2 Blade Dances on Waves' Fight Eidolon 2 After Shifu uses Basic ATK or Skill to attack an enemy target, March 7th immediately launches a follow-up attack and deals Imaginary DMG equal to 60% of March 7th's ATK to the primary target of this attack. Additionally, triggers the corresponding effect based on Shifu's Path and then gains 1 point(s) of Charge. If there is no primary target available to attack, then attacks a single random enemy instead. This effect can only trigger once per turn. E 3 Sharp Wit in Martial Might Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv . +1 , up to a maximum of Lv. 10. E 4 Being Fabulous Never Frights Eidolon 4 At the start of the turn, regenerates 5 Energy. E 5 Sword Delights, Sugar Blights Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Me, the Best Girl in Sight Eidolon 6 After using Ultimate, increases the CRIT DMG dealt by the next Enhanced Basic ATK by 50% ."
March 7th • The Hunt,march-7th-swordmaster,E2,2,"When Shifu is on the field, increases March 7th's SPD by","When Shifu is on the field, increases March 7th's SPD by 10% . 10% ."
March 7th • The Hunt,march-7th-swordmaster,E3,3,"After Shifu uses Basic ATK or Skill to attack an enemy target, March 7th immediately launches a follow-up attack and deals Imaginary DMG equal to","After Shifu uses Basic ATK or Skill to attack an enemy target, March 7th immediately launches a follow-up attack and deals Imaginary DMG equal to 60% of March 7th's ATK to the primary target of this attack. Additionally, triggers the corresponding effect based on Shifu's Path and then gains 1 point(s) of Charge. If there is no primary target available to attack, then attacks a single random enemy instead. This effect can only trigger once per turn. 60% of March 7th's ATK to the primary target of this attack. Additionally, triggers the corresponding effect based on Shifu's Path and then gains 1 point(s) of Charge. If there is no primary target available to attack, then attacks a single random enemy instead. This effect can only trigger once per turn."
March 7th • The Hunt,march-7th-swordmaster,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv . +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv . +1 , up to a maximum of Lv. 10."
March 7th • The Hunt,march-7th-swordmaster,E5,5,"At the start of the turn, regenerates","At the start of the turn, regenerates 5 Energy. 5 Energy."
March 7th • The Hunt,march-7th-swordmaster,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
March 7th • The Hunt,march-7th-swordmaster,E7,7,"After using Ultimate, increases the CRIT DMG dealt by the next Enhanced Basic ATK by","After using Ultimate, increases the CRIT DMG dealt by the next Enhanced Basic ATK by 50% . 50% ."
Misha,misha,E1,1,E,"Whimsicality of Fancy 1 Whimsicality of Fancy Eidolon 1 When using the Ultimate, for every enemy on the field, additionally increases the Hits Per Action for the Ultimate by 1 hit(s), up to a maximum increase of 5 hit(s). E 2 Yearning of Youth Eidolon 2 Before each hit of the Ultimate lands, there is a 24% base chance of reducing the target's DEF by 16% for 3 turn(s). E 3 Vestige of Happiness Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Visage of Kinship Eidolon 4 Increases the DMG multiplier for each hit of the Ultimate by 6% . E 5 Genesis of First Love Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Estrangement of Dream Eidolon 6 When using the Ultimate, increases own DMG by 30% , lasting until the end of the turn. In addition, the next time the Skill is used, recovers 1 Skill Point(s) for the team."
Misha,misha,E2,2,"When using the Ultimate, for every enemy on the field, additionally increases the Hits Per Action for the Ultimate by","When using the Ultimate, for every enemy on the field, additionally increases the Hits Per Action for the Ultimate by 1 hit(s), up to a maximum increase of 5 hit(s). 1 hit(s), up to a maximum increase of 5 hit(s)."
Misha,misha,E3,3,"Before each hit of the Ultimate lands, there is a","Before each hit of the Ultimate lands, there is a 24% base chance of reducing the target's DEF by 16% for 3 turn(s). 24% base chance of reducing the target's DEF by 16% for 3 turn(s)."
Misha,misha,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Misha,misha,E5,5,Increases the DMG multiplier for each hit of the Ultimate by,Increases the DMG multiplier for each hit of the Ultimate by 6% . 6% .
Misha,misha,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
